qid,penyakitLabel,gejalaLabel,obatLabel,kategoriLabel,treatmentLabel
Q1444550,arteriosclerotic heart disease,dyspnea,pharmaceutical preparation of nitroglycerin,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,neck pain,pharmaceutical preparation of nitroglycerin,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,lightheadedness,pharmaceutical preparation of nitroglycerin,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,fatigue,lipid regulating agents,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,angina pectoris,lipid regulating agents,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,nausea,lipid regulating agents,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,dyspnea,lipid regulating agents,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,neck pain,lipid regulating agents,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,lightheadedness,lipid regulating agents,arteriosclerosis,tirofiban
Q1444550,arteriosclerotic heart disease,fatigue,aspirin,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,angina pectoris,aspirin,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,nausea,aspirin,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,dyspnea,aspirin,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,neck pain,aspirin,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,lightheadedness,aspirin,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide dinitrate,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide dinitrate,heart disease,tirofiban
Q1444550,arteriosclerotic heart disease,fatigue,aspirin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,aspirin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,aspirin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,aspirin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,aspirin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,aspirin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide dinitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide dinitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,isosorbide dinitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,isosorbide dinitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,isosorbide dinitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,isosorbide dinitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,clopidogrel,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,clopidogrel,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,clopidogrel,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,clopidogrel,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,clopidogrel,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,clopidogrel,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,papaverine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,papaverine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,papaverine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,papaverine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,papaverine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,papaverine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,tirofiban,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,tirofiban,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,tirofiban,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,tirofiban,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,tirofiban,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,tirofiban,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,calcium channel blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,calcium channel blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,calcium channel blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,calcium channel blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,calcium channel blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,calcium channel blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide mononitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide mononitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,isosorbide mononitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,isosorbide mononitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,isosorbide mononitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,isosorbide mononitrate,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,anti-diabetic medication,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,anti-diabetic medication,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,anti-diabetic medication,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,anti-diabetic medication,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,anti-diabetic medication,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,anti-diabetic medication,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,beta blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,beta blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,beta blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,beta blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,beta blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,beta blocker,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,ranolazine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,ranolazine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,ranolazine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,ranolazine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,ranolazine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,ranolazine,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,statin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,statin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,statin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,statin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,statin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,statin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,pharmaceutical preparation of nitroglycerin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,pharmaceutical preparation of nitroglycerin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,pharmaceutical preparation of nitroglycerin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,pharmaceutical preparation of nitroglycerin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,pharmaceutical preparation of nitroglycerin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,pharmaceutical preparation of nitroglycerin,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,lipid regulating agents,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,lipid regulating agents,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,lipid regulating agents,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,lipid regulating agents,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,lipid regulating agents,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,lipid regulating agents,arteriosclerosis,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,aspirin,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,aspirin,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,nausea,aspirin,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,dyspnea,aspirin,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,neck pain,aspirin,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,lightheadedness,aspirin,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide dinitrate,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide dinitrate,heart disease,calcium channel blocker
Q1444550,arteriosclerotic heart disease,fatigue,aspirin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,aspirin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,aspirin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,aspirin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,aspirin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,aspirin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide dinitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide dinitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,isosorbide dinitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,isosorbide dinitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,isosorbide dinitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,isosorbide dinitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,clopidogrel,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,clopidogrel,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,clopidogrel,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,clopidogrel,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,clopidogrel,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,clopidogrel,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,papaverine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,papaverine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,papaverine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,papaverine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,papaverine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,papaverine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,tirofiban,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,tirofiban,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,tirofiban,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,tirofiban,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,tirofiban,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,tirofiban,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,calcium channel blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,calcium channel blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,calcium channel blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,calcium channel blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,calcium channel blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,calcium channel blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide mononitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide mononitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,isosorbide mononitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,isosorbide mononitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,isosorbide mononitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,isosorbide mononitrate,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,anti-diabetic medication,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,anti-diabetic medication,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,anti-diabetic medication,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,anti-diabetic medication,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,anti-diabetic medication,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,anti-diabetic medication,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,beta blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,beta blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,beta blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,beta blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,beta blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,beta blocker,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,ranolazine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,ranolazine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,ranolazine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,ranolazine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,ranolazine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,ranolazine,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,statin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,statin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,statin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,statin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,neck pain,statin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,lightheadedness,statin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,fatigue,pharmaceutical preparation of nitroglycerin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,angina pectoris,pharmaceutical preparation of nitroglycerin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,pharmaceutical preparation of nitroglycerin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,dyspnea,pharmaceutical preparation of nitroglycerin,arteriosclerosis,isosorbide mononitrate
Q1444550,arteriosclerotic heart disease,nausea,isosorbide dinitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,isosorbide dinitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,isosorbide dinitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,isosorbide dinitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,clopidogrel,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,clopidogrel,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,clopidogrel,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,clopidogrel,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,clopidogrel,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,clopidogrel,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,papaverine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,papaverine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,papaverine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,papaverine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,papaverine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,papaverine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,tirofiban,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,tirofiban,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,tirofiban,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,tirofiban,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,tirofiban,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,tirofiban,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,calcium channel blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,calcium channel blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,calcium channel blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,calcium channel blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,calcium channel blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,calcium channel blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide mononitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide mononitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,isosorbide mononitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,isosorbide mononitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,isosorbide mononitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,isosorbide mononitrate,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,anti-diabetic medication,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,anti-diabetic medication,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,anti-diabetic medication,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,anti-diabetic medication,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,anti-diabetic medication,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,anti-diabetic medication,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,beta blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,beta blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,beta blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,beta blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,beta blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,beta blocker,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,ranolazine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,ranolazine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,ranolazine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,ranolazine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,ranolazine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,ranolazine,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,statin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,statin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,statin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,statin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,statin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,statin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,pharmaceutical preparation of nitroglycerin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,pharmaceutical preparation of nitroglycerin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,pharmaceutical preparation of nitroglycerin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,pharmaceutical preparation of nitroglycerin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,pharmaceutical preparation of nitroglycerin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,pharmaceutical preparation of nitroglycerin,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,lipid regulating agents,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,lipid regulating agents,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,lipid regulating agents,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,lipid regulating agents,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,lipid regulating agents,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,lipid regulating agents,heart disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,aspirin,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,aspirin,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,aspirin,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,aspirin,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,aspirin,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,aspirin,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,isosorbide dinitrate,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,isosorbide dinitrate,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,isosorbide dinitrate,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,isosorbide dinitrate,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,isosorbide dinitrate,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,isosorbide dinitrate,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,clopidogrel,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,clopidogrel,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,clopidogrel,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,clopidogrel,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,clopidogrel,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,clopidogrel,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,papaverine,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,papaverine,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,papaverine,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,papaverine,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,papaverine,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,papaverine,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,fatigue,tirofiban,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,angina pectoris,tirofiban,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,nausea,tirofiban,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,dyspnea,tirofiban,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,neck pain,tirofiban,coronary artery disease,papaverine
Q1444550,arteriosclerotic heart disease,lightheadedness,tirofiban,coronary artery disease,papaverine
Q12204,tuberculosis,cough,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,fever,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,night sweats,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,hemoptysis,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,chest pain,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,weight loss,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,chills,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,fatigue,4-aminosalicylic acid,disease,ethionamide
Q12204,tuberculosis,cough,ethambutol,disease,ethionamide
Q12204,tuberculosis,fever,ethambutol,disease,ethionamide
Q12204,tuberculosis,night sweats,ethambutol,disease,ethionamide
Q12204,tuberculosis,hemoptysis,ethambutol,disease,ethionamide
Q12204,tuberculosis,chest pain,ethambutol,disease,ethionamide
Q12204,tuberculosis,weight loss,ethambutol,disease,ethionamide
Q12204,tuberculosis,chills,ethambutol,disease,ethionamide
Q12204,tuberculosis,fatigue,ethambutol,disease,ethionamide
Q12204,tuberculosis,cough,ethionamide,disease,ethionamide
Q12204,tuberculosis,fever,ethionamide,disease,ethionamide
Q12204,tuberculosis,night sweats,ethionamide,disease,ethionamide
Q12204,tuberculosis,hemoptysis,ethionamide,disease,ethionamide
Q12204,tuberculosis,chest pain,ethionamide,disease,ethionamide
Q12204,tuberculosis,weight loss,ethionamide,disease,ethionamide
Q12204,tuberculosis,chills,ethionamide,disease,ethionamide
