"penyakitDBpedia","qid","penyakitLabel","wikidataEntity","gejalaLabel","treatmentLabel","kategoriLabel"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Delusion",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Delusion",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Delusion",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Delusion",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Delusion",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Delusion",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Delusion",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Delusion",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Delusion",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Delusion",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Delusion",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Delusion",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Amnesia",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Amnesia",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Psychomotor agitation",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Psychomotor agitation",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Somnolence",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Somnolence",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Psychopathological syndromes"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Cognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Intensive care medicine"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Neurocognitive disorders"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q189643","Delirium","http://www.wikidata.org/entity/Q189643","Hallucination",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Delirium"
"http://dbpedia.org/resource/Delirium","Q160796","Delirium","http://www.wikidata.org/entity/Q160796","Hallucination",,"Delirium"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Greek inventions"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Greek inventions"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Greek inventions"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Acneiform eruptions"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Acneiform eruptions"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Acneiform eruptions"
"http://dbpedia.org/resource/Albinism","Q81867","Albinism","http://www.wikidata.org/entity/Q81867",,,"Albinism"
"http://dbpedia.org/resource/Albinism","Q81867","Albinism","http://www.wikidata.org/entity/Q81867",,,"Animal coat colors"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Puberty"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Puberty"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Puberty"
"http://dbpedia.org/resource/Kupe_orthonairovirus","Q6445325","Kupe virus","http://www.wikidata.org/entity/Q6445325",,,"Nairoviridae"
"http://dbpedia.org/resource/Kupe_orthonairovirus","Q6445325","Kupe virus","http://www.wikidata.org/entity/Q6445325",,,"Nairoviridae"
"http://dbpedia.org/resource/Kupe_orthonairovirus","Q6445325","Kupe virus","http://www.wikidata.org/entity/Q6445325",,,"Nairoviridae"
"http://dbpedia.org/resource/Kupe_orthonairovirus","Q6445325","Kupe orthonairovirus","http://www.wikidata.org/entity/Q6445325",,,"Nairoviridae"
"http://dbpedia.org/resource/Kupe_orthonairovirus","Q6445325","Kupe orthonairovirus","http://www.wikidata.org/entity/Q6445325",,,"Nairoviridae"
"http://dbpedia.org/resource/Kupe_orthonairovirus","Q6445325","Kupe orthonairovirus","http://www.wikidata.org/entity/Q6445325",,,"Nairoviridae"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Cutaneous conditions"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Cutaneous conditions"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Cutaneous conditions"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Hepatology"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Hepatology"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Hepatology"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Wikipedia medicine articles ready to translate"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Wikipedia medicine articles ready to translate"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Wikipedia medicine articles ready to translate"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Rare syndromes"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Rare syndromes"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Rare syndromes"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Syndromes affecting the hepatobiliary system"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Syndromes affecting the hepatobiliary system"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Syndromes affecting the hepatobiliary system"
"http://dbpedia.org/resource/Chiari_malformation","Q1071707","Chiari malformation","http://www.wikidata.org/entity/Q1071707",,,"Congenital disorders of nervous system"
"http://dbpedia.org/resource/Chiari_malformation","Q1071707","Chiari malformation","http://www.wikidata.org/entity/Q1071707",,,"Congenital disorders of nervous system"
"http://dbpedia.org/resource/Chiari_malformation","Q1071707","Chiari malformation","http://www.wikidata.org/entity/Q1071707",,,"Congenital disorders of nervous system"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Diseases of veins, lymphatic vessels and lymph nodes"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Diseases of veins, lymphatic vessels and lymph nodes"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Diseases of veins, lymphatic vessels and lymph nodes"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Medical triads"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Medical triads"
"http://dbpedia.org/resource/Budd–Chiari_syndrome","Q183098","Budd–Chiari syndrome","http://www.wikidata.org/entity/Q183098",,,"Medical triads"
"http://dbpedia.org/resource/Chiari_malformation","Q1071707","Chiari malformation","http://www.wikidata.org/entity/Q1071707",,,"Diseases named after discoverers"
"http://dbpedia.org/resource/Chiari_malformation","Q1071707","Chiari malformation","http://www.wikidata.org/entity/Q1071707",,,"Diseases named after discoverers"
"http://dbpedia.org/resource/Chiari_malformation","Q1071707","Chiari malformation","http://www.wikidata.org/entity/Q1071707",,,"Diseases named after discoverers"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Wikipedia emergency medicine articles ready to translate"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Wikipedia emergency medicine articles ready to translate"
"http://dbpedia.org/resource/Acne","Q79928","Acne","http://www.wikidata.org/entity/Q79928",,,"Wikipedia emergency medicine articles ready to translate"
"http://dbpedia.org/resource/Encephalopathy","Q576349","Encephalopathy","http://www.wikidata.org/entity/Q576349",,,"Brain disorders"
"http://dbpedia.org/resource/Encephalopathy","Q576349","Encephalopathy","http://www.wikidata.org/entity/Q576349",,,"Brain disorders"
"http://dbpedia.org/resource/Encephalopathy","Q576349","Encephalopathy","http://www.wikidata.org/entity/Q576349",,,"Brain disorders"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Waxes"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Waxes"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Waxes"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Valvular heart disease"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Valvular heart disease"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Valvular heart disease"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Inflammations"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Inflammations"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Inflammations"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Ear"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Ear"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Ear"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Rodent-carried diseases"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Rodent-carried diseases"
"http://dbpedia.org/resource/Endocarditis","Q82504","Endocarditis","http://www.wikidata.org/entity/Q82504",,,"Rodent-carried diseases"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Secretion"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Secretion"
"http://dbpedia.org/resource/Earwax","Q76418","Earwax","http://www.wikidata.org/entity/Q76418",,,"Secretion"
"http://dbpedia.org/resource/Lemierre's_syndrome","Q72000","Lemierre's syndrome","http://www.wikidata.org/entity/Q72000","Hepatosplenomegaly",,"Rare infectious diseases"
"http://dbpedia.org/resource/Lemierre's_syndrome","Q72000","Lemierre's syndrome","http://www.wikidata.org/entity/Q72000","Hepatosplenomegaly",,"Rare infectious diseases"
"http://dbpedia.org/resource/Lemierre's_syndrome","Q72000","Lemierre's syndrome","http://www.wikidata.org/entity/Q72000","Hepatosplenomegaly",,"Rare infectious diseases"
"http://dbpedia.org/resource/Lemierre's_syndrome","Q72000","Lemierre's syndrome","http://www.wikidata.org/entity/Q72000","Hepatosplenomegaly",,"Bacterial diseases"
"http://dbpedia.org/resource/Lemierre's_syndrome","Q72000","Lemierre's syndrome","http://www.wikidata.org/entity/Q72000","Hepatosplenomegaly",,"Bacterial diseases"
"http://dbpedia.org/resource/Lemierre's_syndrome","Q72000","Lemierre's syndrome","http://www.wikidata.org/entity/Q72000","Hepatosplenomegaly",,"Bacterial diseases"
